1500009L16Rik,TRUE,3.87E-05,GC_6,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Kng2.Esm1.Y.Adipoq.Lepr+ BMSC,Serpina3g.Esm1.Y.Adipoq.Lepr+ BMSC,Esm1.Gdpd2.Y.Adipoq.Lepr+ BMSC",Esm1.Y.Adipoq.Lepr+ BMSC,Y.Adipoq.Lepr+ BMSC,Adipoq.Lepr+ BMSC,Lepr+ BMSC,Lepr+ BMSC,
1500015O10Rik,TRUE,0.000367521,GC_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cytl1.Y.Omd.Prg4.CPC,Cilp2.Y.Omd.Prg4.CPC,Cilp.Y.Omd.Prg4.CPC,Chad.Y.Omd.Prg4.CPC,Pcp4l1.Y.Cilp.Prg4.CPC,Myoc.Y.Cilp.Prg4.CPC,Chrdl2.Y.Cilp.Prg4.CPC,Nppc.Y.Y.Y.Meninges,Lypd2.Y.Y.Y.Meninges,Y.Y.Nppc.Aspn.Fibro,Y.Slurp1.Anxa8.Aspn.Fibro,Y.Tesc.Y.Slurp1.Fibro,Y.Alas2.Crispld1.Ucma.CPC,Y.Lbhd2.Crispld1.Ucma.CPC","Y.Y.Y.Meninges,Y.Nppc.Aspn.Fibro,Slurp1.Anxa8.Aspn.Fibro,Tesc.Y.Slurp1.Fibro,Alas2.Crispld1.Ucma.CPC,Lbhd2.Crispld1.Ucma.CPC,Y.Omd.Prg4.CPC,Y.Cilp.Prg4.CPC","Y.Y.Meninges,Nppc.Aspn.Fibro,Anxa8.Aspn.Fibro,Y.Slurp1.Fibro,Omd.Prg4.CPC,Cilp.Prg4.CPC","Aspn.Fibro,Slurp1.Fibro,Prg4.CPC,Y.Meninges","Fibro,CPC,Meninges","Fibroblast,Chondro",
1700010H22Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Y.Y.Y.Lipc.HC,Y.Y.Lipc.HC,Y.Lipc.HC,Lipc.HC,NA,NA,
1700023F06Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1700026D08Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
1700051A21Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1700058P15Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1700086L19Rik,TRUE,0.000129839,GC_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1700092E16Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1810010H24Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
1810011O10Rik,TRUE,3.41E-05,GC_2,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Y.Y.Pln.Y.Pericyte,Y.Y.Vcan+ MP BMSC,Ptgs2.Spon2.Anxa8.Aspn.Fibro,Ocm.Ffar4.Y.Pde11a.HC","Y.Vcan+ MP BMSC,Ffar4.Y.Pde11a.HC,Y.Pln.Y.Pericyte","Pln.Y.Pericyte,Vcan+ MP BMSC",Otos.Pre-ob,NA,NA,
1810041L15Rik,TRUE,5.48E-06,GC_4,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Wfdc21.Y.Y.Sfrp4.Late.MSC,Adamdec1.Y.Y.Sfrp4.Late.MSC,Clec1a.Y.Y.Sfrp4.Late.MSC",Y.Y.Sfrp4.Late.MSC,Y.Sfrp4.Late.MSC,Sfrp4.Late.MSC,NA,NA,
1810043G02Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asphyxiating thoracic dysplasia (ATD; Jeune),Axial spondylometaphyseal dysplasia",NA,NA,NA,NA,NA,NA,
1810062G17Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2010001A14Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2010110K18Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2010111I01Rik,TRUE,5.31E-05,GC_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2010300C02Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2200002D01Rik,TRUE,8.57E-06,GC_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y.Pla2g10.Y.Pde11a.HC,Ocm.Ffar4.Y.Pde11a.HC,Pla2g10.Ffar4.Y.Pde11a.HC,Y.Y.Y.Ffar4+ HC","Pla2g10.Y.Pde11a.HC,Ffar4.Y.Pde11a.HC,Y.Y.Ffar4+ HC","Y.Pde11a.HC,Y.Ffar4+ HC","Pde11a.HC,Ffar4+ HC",HC,NA,
2210016F16Rik,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2210039B01Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2210406H18Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2210408I21Rik,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2310069G16Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2510009E07Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2610027K06Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2610034B18Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2610203C20Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2610307P16Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2700049A03Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asphyxiating thoracic dysplasia (ATD; Jeune),NA,NA,NA,NA,NA,NA,
2810001G20Rik,TRUE,2.39E-05,GC_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y.Serpina1a+ Chondro,Serpina1a+ Chondro,NA,NA,NA,NA,
2810410L24Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
2810417H13Rik,TRUE,0.000105922,GC_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y.Matn4.Mecom.Y.Hmmr+ CPC,Y.Matn1.Mecom.Y.Hmmr+ CPC,Y.Y.Hist1h2ap.Y.Hmmr+ CPC,Tcf7.Dmp1.Birc5.Dapk2.Pre-ob,Y.Tnn.Birc5.Dapk2.Pre-ob,Kera.Hmga2.Y.Pclaf.Early.MSC,Y.Fitm1.Y.Pclaf.Early.MSC,Hoxd13.Cenpf.Y.Pclaf.Early.MSC,Y.Agtr2.Y.Pclaf.Early.MSC,Y.Y.Y.Hoxa13.Early.MSC","Fitm1.Y.Pclaf.Early.MSC,Agtr2.Y.Pclaf.Early.MSC,Y.Y.Hoxa13.Early.MSC,Dmp1.Birc5.Dapk2.Pre-ob,Matn4.Mecom.Y.Hmmr+ CPC,Matn1.Mecom.Y.Hmmr+ CPC,Tnn.Birc5.Dapk2.Pre-ob,Y.Hist1h2ap.Y.Hmmr+ CPC","Y.Pclaf.Early.MSC,Y.Hoxa13.Early.MSC,Mecom.Y.Hmmr+ CPC,Hist1h2ap.Y.Hmmr+ CPC,Birc5.Dapk2.Pre-ob","Y.Hmmr+ CPC,Pclaf.Early.MSC,Hoxa13.Early.MSC","Hmmr+ CPC,Early.MSC",NA,
2810474O19Rik,TRUE,7.26E-05,GC_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2900005J15Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2900026A02Rik,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,TRUE,NA,Y.Y.Pln.Y.Pericyte,Y.Pln.Y.Pericyte,Pln.Y.Pericyte,NA,NA,NA,
3010001F23Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
3110079O15Rik,TRUE,0.000205757,GC_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y.Y.C1qtnf3.Ucma.CPC,Cytl1.Y.Omd.Prg4.CPC,Cilp2.Y.Omd.Prg4.CPC,Chad.Y.Omd.Prg4.CPC,Y.Serpina1a+ Chondro,Pla2g10.Serpina1b.Y.Il17b.Mature Chondro,Serpina1c.Serpina1b.Y.Il17b.Mature Chondro,C1qtnf3.Serpina1d.Y.Il17b.Mature Chondro,R3hdml.Serpina1d.Y.Il17b.Mature Chondro,Serpina1a.C1qtnf3.Y.Il17b.Mature Chondro,Syt8.C1qtnf3.Y.Il17b.Mature Chondro,Panx3.C1qtnf3.Y.Il17b.Mature Chondro,Y.Ihh.Y.Il17b.Mature Chondro,Y.Panx3.Y.Il17b.Mature Chondro,Y.Y.Y.Ihh.Mature Chondro,Y.Y.Il17b.Y.Hmmr+ CPC,Y.Y.Hist1h2ap.Y.Hmmr+ CPC,Y.Y.Y.Ffar4+ HC,Y.Y.Y.A2m+ Chondro,Dlk1.Pcp4.Crispld1.Ucma.CPC,Cst6.Pcp4.Crispld1.Ucma.CPC,Y.Alas2.Crispld1.Ucma.CPC,Y.Lbhd2.Crispld1.Ucma.CPC","Y.Y.Ffar4+ HC,Y.Y.A2m+ Chondro,Pcp4.Crispld1.Ucma.CPC,Alas2.Crispld1.Ucma.CPC,Lbhd2.Crispld1.Ucma.CPC,Y.C1qtnf3.Ucma.CPC,Y.Omd.Prg4.CPC,Serpina1a+ Chondro,Serpina1b.Y.Il17b.Mature Chondro,Serpina1d.Y.Il17b.Mature Chondro,C1qtnf3.Y.Il17b.Mature Chondro,Ihh.Y.Il17b.Mature Chondro,Panx3.Y.Il17b.Mature Chondro,Y.Y.Ihh.Mature Chondro,Y.Il17b.Y.Hmmr+ CPC,Y.Hist1h2ap.Y.Hmmr+ CPC","Y.Ffar4+ HC,Y.A2m+ Chondro,Crispld1.Ucma.CPC,C1qtnf3.Ucma.CPC,Omd.Prg4.CPC,Y.Il17b.Mature Chondro,Y.Ihh.Mature Chondro,Il17b.Y.Hmmr+ CPC,Hist1h2ap.Y.Hmmr+ CPC","Ffar4+ HC,A2m+ Chondro,Ucma.CPC,Prg4.CPC,Il17b.Mature Chondro,Ihh.Mature Chondro,Y.Hmmr+ CPC","CPC,Mature Chondro,Hmmr+ CPC",Chondro,
3222401L13Rik,TRUE,8.64E-06,GC_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3632451O06Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Y.Y.Y.A2m+ Chondro,Y.Lbhd2.Crispld1.Ucma.CPC","Y.Y.A2m+ Chondro,Lbhd2.Crispld1.Ucma.CPC",Y.A2m+ Chondro,A2m+ Chondro,NA,NA,
3830403N18Rik,TRUE,1.64E-05,GC_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4632428C04Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
4732491K20Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
4833422C13Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Mmp13.Dmp1.Angpt4.Dapk2.Pre-ob,Col13a1.Dmp1.Angpt4.Dapk2.Pre-ob,Mmp9.Dmp1.Angpt4.Dapk2.Pre-ob,Y.Y.Vcan+ MP BMSC","Y.Vcan+ MP BMSC,Dmp1.Angpt4.Dapk2.Pre-ob","Angpt4.Dapk2.Pre-ob,Vcan+ MP BMSC",Otos.Pre-ob,NA,NA,
4921504E06Rik,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930402H24Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930417O22Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930430E12Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930447C04Rik,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930505A04Rik,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930516B21Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930523C07Rik,TRUE,0.000118056,GC_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cilp.Y.Omd.Prg4.CPC,Pcp4l1.Y.Cilp.Prg4.CPC,Myoc.Y.Cilp.Prg4.CPC,Chrdl2.Y.Cilp.Prg4.CPC,Serpina1c.Serpina1b.Y.Il17b.Mature Chondro,Y.Y.Y.Ihh.Mature Chondro,Y.Y.Y.Aldh1a3+ HC,Y.Slurp1.Anxa8.Aspn.Fibro,Y.Clec3b.Y.Slurp1.Fibro,Y.Tesc.Y.Slurp1.Fibro,Y.Y.Y.A2m+ Chondro","Slurp1.Anxa8.Aspn.Fibro,Clec3b.Y.Slurp1.Fibro,Tesc.Y.Slurp1.Fibro,Y.Y.A2m+ Chondro,Y.Cilp.Prg4.CPC,Y.Y.Ihh.Mature Chondro,Y.Y.Aldh1a3+ HC","Y.Slurp1.Fibro,Y.A2m+ Chondro,Cilp.Prg4.CPC,Y.Ihh.Mature Chondro,Y.Aldh1a3+ HC","Slurp1.Fibro,A2m+ Chondro,Prg4.CPC,Ihh.Mature Chondro,Aldh1a3+ HC","CPC,Mature Chondro,Tex14+ HC",Chondro,
4930556I23Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4930556M19Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
4930578C19Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
4931428F04Rik,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4932441J04Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
4933400C23Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4933412E12Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4933427D14Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asphyxiating thoracic dysplasia (ATD; Jeune),NA,NA,NA,NA,NA,NA,
4933432I09Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5930412G12Rik,TRUE,8.94E-06,GC_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6330403K07Rik,TRUE,0.000126892,GC_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y.Y.Y.Y.Cyp26a1.Chondro,Y.Y.Y.Cyp26a1.Chondro,Y.Y.Cyp26a1.Chondro,Y.Cyp26a1.Chondro,Cyp26a1.Chondro,NA,
6430573F11Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Y.Y.Y.Lipc.HC,Y.Y.Lipc.HC,Y.Lipc.HC,Lipc.HC,NA,NA,
6430584L05Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6530413G14Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8430408G22Rik,TRUE,3.06E-06,GC_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ocm.Ffar4.Y.Pde11a.HC,Krt18.Ffar4.Y.Pde11a.HC",Ffar4.Y.Pde11a.HC,NA,NA,NA,NA,
9130019P16Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
9130024F11Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Bglap2.Y.Y.Bglap3.Y.Y.Ob,NA,NA,NA,NA,NA,
9230112J17Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9330102E08Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9330151L19Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9330154J02Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
9330159N05Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
9330171B17Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9430053O09Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9430064I24Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
9530003J23Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
9530026P05Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
A230065H16Rik,TRUE,0.0001285,GC_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cytl1.Y.Omd.Prg4.CPC,Cilp2.Y.Omd.Prg4.CPC,Cilp.Y.Omd.Prg4.CPC,Myoc.Y.Cilp.Prg4.CPC,R3hdml.Serpina1d.Y.Il17b.Mature Chondro,Y.Matn4.Mecom.Y.Hmmr+ CPC,Y.Matn1.Mecom.Y.Hmmr+ CPC","Y.Omd.Prg4.CPC,Matn4.Mecom.Y.Hmmr+ CPC,Matn1.Mecom.Y.Hmmr+ CPC","Omd.Prg4.CPC,Mecom.Y.Hmmr+ CPC",Prg4.CPC,CPC,Chondro,
A2m,TRUE,8.79E-06,GC_1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"Y.Y.Y.A2m+ Chondro,Y.Lbhd2.Crispld1.Ucma.CPC","Y.Y.A2m+ Chondro,Lbhd2.Crispld1.Ucma.CPC",Y.A2m+ Chondro,A2m+ Chondro,CPC,Chondro,
A330069E16Rik,TRUE,6.97E-06,GC_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A430010J10Rik,NA,NA,NA,NA,8.399123694,4.495997999,216.0224816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A630023A22Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A730090H04Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
A830039N20Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
A930001C03Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
A930004D18Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A930015D03Rik,NA,NA,NA,NA,20.46911325,12.17333568,265.5605701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
A930017M01Rik,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
A930033H14Rik,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Y.Y.Y.Aldh1a3+ HC,Y.Y.Aldh1a3+ HC,Y.Aldh1a3+ HC,Aldh1a3+ HC,Tex14+ HC,NA,
AA465934,FALSE,NA,NA,NA,2.154053596,1.401772555,1099.931042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
AA986860,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aagab,FALSE,NA,NA,Total body bone mineral density,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aak1,NA,NA,NA,NA,103.6570385,46.3301103,51.61201178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aamp,NA,NA,NA,NA,100.0739403,62.91072879,77.46186153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aard,TRUE,6.27E-06,GC_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aars,NA,NA,NA,NA,349.7878159,83.6021101,142.2259092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
AB124611,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Wfdc21.Y.Y.Sfrp4.Late.MSC,Y.Mzb1.Y.Y.Low quality cell",Mzb1.Y.Y.Low quality cell,NA,NA,NA,NA,
Abca1,TRUE,2.50E-05,GC_11,NA,113.5457109,65.84939326,89.56956628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Abca2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Abca8a,TRUE,4.05E-05,GC_8,NA,3.676129093,150.3203018,96.35938593,NA,NA,NA,NA,NA,"Adamdec1.Y.Y.Sfrp4.Late.MSC,Clec1a.Y.Y.Sfrp4.Late.MSC",Y.Y.Sfrp4.Late.MSC,Y.Sfrp4.Late.MSC,Sfrp4.Late.MSC,Lepr+ BMSC,Lepr+ BMSC,
Abca9,TRUE,1.02E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Abcb4,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Hist1h1b.Ctse.Y.Y.Low quality cell,Y.Rsad2.Y.Y.Low quality cell","Ctse.Y.Y.Low quality cell,Rsad2.Y.Y.Low quality cell",Y.Y.Low quality cell,Y.Low quality cell,Low quality cell,NA,
Abcc1,NA,NA,NA,NA,110.5717425,42.06506229,51.8563501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Abcc6,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
